id,name
CITY:BR000009,"Florianopolis, BR"
CITY:BR000010,"Fortaleza, BR"
CITY:BR000011,"Goiania, BR"
CITY:BR000012,"Joao Pessoa, BR"
CITY:BR000013,"Macapa, BR"
CITY:BR000014,"Maceio, BR"
CITY:BR000015,"Manaus, BR"
CITY:BR000016,"Natal, BR"
CITY:BR000017,"Niteroi, BR"
CITY:BR000018,"Palmas, BR"
CITY:BR000019,"Porto Alegre, BR"
CITY:BR000020,"Porto Velho, BR"
CITY:BR000021,"Recife, BR"
CITY:BR000022,"Rio Branco, BR"
CITY:BR000023,"Rio de Janeiro, BR"
CITY:BR000024,"Salvador, BR"
CITY:BR000025,"Santarem, BR"
CITY:BR000026,"Santos, BR"
CITY:BR000027,"Sao Luis, BR"
CITY:BR000028,"Sao Paulo, BR"
CITY:BR000029,"Teresina, BR"
CITY:BR000030,"Vitoria, BR"
CITY:BU000002,"Sofia, BU"
CITY:BU000003,"Varna, BU"
CITY:BX000001,"Bandar Seri Begawan, BX"
CITY:BY000001,"Bujumbura, BY"
CITY:BY000002,"Muyinga, BY"
CITY:CA000001,"Calgary, CA"
CITY:CA000002,"Edmonton, CA"
CITY:CA000003,"Fredericton, CA"
CITY:CA000004,"Halifax, CA"
CITY:CA000005,"Montreal, CA"
CITY:CA000006,"Ottawa, CA"
CITY:CA000007,"Quebec, CA"
CITY:CA000008,"Regina, CA"
CITY:CA000009,"Saint John, CA"
CITY:CA000010,"Saskatoon, CA"
CITY:CA000011,"Toronto, CA"
CITY:CA000012,"Vancouver, CA"
CITY:CA000013,"Victoria, CA"
CITY:CA000014,"Winnipeg, CA"
CITY:CB000004,"Phnom Penh, CB"
CITY:CD000001,"Abeche, CD"
CITY:CD000002,"Moundou, CD"
CITY:CD000003,"Ndjamena, CD"
CITY:CD000004,"Sarh, CD"
CITY:CE000002,"Colombo, CE"
CITY:CE000005,"Trincomalee, CE"
CITY:CF000001,"Brazzaville, CF"
CITY:CF000002,"Loubomo, CF"
CITY:CF000003,"Pointe Noire, CF"
CITY:CG000001,"Bandundu, CG"
CITY:CG000002,"Kananga, CG"
CITY:CG000003,"Kinshasa, CG"
CITY:CG000005,"Lumumbashi, CG"
CITY:CG000006,"Matadi, CG"
CITY:CG000007,"Mbandaka, CG"
CITY:CG000008,"Mbuji-Mayi, CG"
CITY:CH000003,"Beijing, CH"
CITY:CH000004,"Changchun, CH"
CITY:CH000005,"Changsha, CH"
CITY:CH000006,"Chengdu, CH"
CITY:CH000007,"Chongqing, CH"
CITY:CH000008,"Dalian, CH"
CITY:CH000009,"Fushun, CH"
CITY:CH000010,"Fuzhou, CH"
CITY:CH000011,"Guangzhou, CH"
CITY:CH000012,"Guiyang, CH"
CITY:CH000013,"Hangzhou, CH"
CITY:CH000014,"Harbin, CH"
CITY:CH000015,"Hefei, CH"
CITY:CH000016,"Hong Kong, CH"
CITY:CH000017,"Huhot, CH"
CITY:CH000019,"Jinan, CH"
CITY:CH000020,"Kashi, CH"
CITY:CH000021,"Kunming, CH"
CITY:CH000022,"Lanzhou, CH"
CITY:CH000023,"Lhasa, CH"
CITY:CH000025,"Macau, CH"
CITY:CH000026,"Nanchang, CH"
CITY:CH000027,"Nanjing, CH"
CITY:CH000028,"Nanning, CH"
CITY:CH000029,"Qingdao, CH"
CITY:CH000030,"Qiqihar, CH"
CITY:CH000031,"Shanghai, CH"
CITY:CH000032,"Shenyang, CH"
CITY:CH000033,"Shijiazhuang, CH"
CITY:CH000037,"Taiyuan, CH"
CITY:CH000039,"Tianjin, CH"
CITY:CH000040,"Urumqi, CH"
CITY:CH000041,"Wuhan, CH"
CITY:CH000042,"Xi'an, CH"
CITY:CH000043,"Xining, CH"
CITY:CH000044,"Yinchuan, CH"
CITY:CH000045,"Zhengzhou, CH"
CITY:CI000001,"Antofagasta, CI"
CITY:CI000002,"Concepcion, CI"
CITY:CI000003,"Copiapo, CI"
CITY:CI000004,"Coquimbo, CI"
CITY:CI000006,"La Serena, CI"
CITY:CI000007,"Puerto Montt, CI"
CITY:CI000008,"Punta Arenas, CI"
CITY:CI000009,"Santiago, CI"
CITY:CI000011,"Temuco, CI"
CITY:CM000003,"Bertoua, CM"
CITY:CM000004,"Douala, CM"
CITY:CM000006,"Garoua, CM"
CITY:CM000007,"Maroua, CM"
CITY:CM000008,"Ngaoundere, CM"
CITY:CO000001,"Arauca, CO"
CITY:CO000002,"Armenia, CO"
CITY:CO000003,"Barranquilla, CO"
CITY:CO000004,"Bogota, CO"
CITY:CO000005,"Bucaramanga, CO"
CITY:CO000006,"Cali, CO"
CITY:CO000007,"Cartagena, CO"
CITY:CO000008,"Cucuta, CO"
CITY:CO000010,"Ibague, CO"
CITY:CO000012,"Medellin, CO"
CITY:CO000013,"Monteria, CO"
CITY:CO000014,"Neiva, CO"
CITY:CO000015,"Pasto, CO"
CITY:CO000016,"Pereira, CO"
CITY:CO000017,"Quibdo, CO"
CITY:CO000018,"Riohacha, CO"
CITY:CO000019,"San Andres, CO"
CITY:CO000020,"Santa Marta, CO"
CITY:CO000023,"Valledupar, CO"
CITY:CO000024,"Villavicencio, CO"
CITY:CS000001,"Puerto Limon, CS"
CITY:CS000002,"San Jose, CS"
CITY:CT000001,"Bangui, CT"
CITY:CT000002,"Berberati, CT"
CITY:CU000001,"Camaguey, CU"
CITY:CU000005,"Havana, CU"
CITY:CU000008,"Matanzas, CU"
CITY:CV000001,"Praia, CV"
CITY:CY000001,"Lemesos, CY"
CITY:CY000002,"Nicosia, CY"
CITY:DA000001,"Alborg, DA"
CITY:DA000003,"Copenhagen, DA"
CITY:DR000008,"Santiago, DR"
CITY:DR000009,"Santo Domingo, DR"
CITY:EC000002,"Babahoyo, EC"
CITY:EC000006,"Loja, EC"
CITY:EC000008,"Portoviejo, EC"
CITY:EC000009,"Quito, EC"
CITY:EG000001,"Al Ghurdaqah, EG"
CITY:EG000002,"Alexandria, EG"
CITY:EG000003,"Aswan, EG"
CITY:EG000005,"Cairo, EG"
CITY:EG000007,"Giza, EG"
CITY:EG000008,"Ismailia, EG"
CITY:EG000009,"Marsa Matruh, EG"
CITY:EG000010,"Qena, EG"
CITY:EG000012,"Suez, EG"
CITY:EI000001,"Cork, EI"
CITY:EI000002,"Dublin, EI"
CITY:EI000003,"Galway, EI"
CITY:EK000001,"Bata, EK"
CITY:EK000002,"Malabo, EK"
CITY:EN000001,"Tallinn, EN"
CITY:ER000001,"Asmara, ER"
CITY:ES000001,"Nueva San Salvador, ES"
CITY:ES000002,"San Salvador, ES"
CITY:ES000004,"Sonsonate, ES"
CITY:ET000001,"Addis Ababa, ET"
CITY:ET000002,"Arba Minch, ET"
CITY:ET000003,"Awasa, ET"
CITY:ET000004,"Debre Markos, ET"
CITY:ET000005,"Dese, ET"
CITY:ET000006,"Gonder, ET"
CITY:ET000007,"Jima, ET"
CITY:EZ000001,"Brno, EZ"
CITY:EZ000004,"Ostrava, EZ"
CITY:EZ000006,"Prague, EZ"
CITY:EZ000007,"Usti Nad Labem, EZ"
CITY:FG000001,"Cayenne, FG"
CITY:FI000001,"Helsinki, FI"
CITY:FI000002,"Joensuu, FI"
CITY:FI000003,"Jyvaskyla, FI"
CITY:FI000004,"Kuopio, FI"
CITY:FI000005,"Oulu, FI"
CITY:FI000006,"Turku, FI"
CITY:FJ000001,"Suva, FJ"
CITY:FR000001,"Ajaccio, FR"
CITY:FR000002,"Amiens, FR"
CITY:FR000003,"Besancon, FR"
CITY:FR000005,"Brest, FR"
CITY:FR000006,"Caen, FR"
CITY:FR000007,"Clermont-Ferrand, FR"
CITY:FR000008,"Dijon, FR"
CITY:FR000009,"Le Havre, FR"
CITY:FR000010,"Lille, FR"
CITY:FR000011,"Limoges, FR"
CITY:FR000012,"Lyon, FR"
CITY:FR000013,"Marseille, FR"
CITY:FR000014,"Montpellier, FR"
CITY:FR000015,"Nancy, FR"
CITY:FR000016,"Nantes, FR"
CITY:FR000017,"Orleans, FR"
CITY:FR000018,"Paris, FR"
CITY:FR000019,"Poitiers, FR"
CITY:FR000020,"Reims, FR"
CITY:FR000021,"Rennes, FR"
CITY:FR000022,"Rouen, FR"
CITY:FR000023,"Strasbourg, FR"
CITY:FR000024,"Toulouse, FR"
CITY:GA000001,"Brikama, GA"
CITY:GB000001,"Libreville, GB"
CITY:GB000002,"Port Gentil, GB"
CITY:GG000001,"Bat'umi, GG"
CITY:GG000002,"Sokhumi, GG"
CITY:GG000003,"T'Bilisi, GG"
CITY:GH000001,"Accra, GH"
CITY:GH000004,"Ho, GH"
CITY:GH000005,"Koforidua, GH"
CITY:GH000006,"Kumasi, GH"
CITY:GH000007,"Sekondi, GH"
CITY:GH000008,"Sunyani, GH"
CITY:GH000009,"Tamale, GH"
CITY:GH000010,"Wa, GH"
CITY:GM000001,"Berlin, GM"
CITY:GM000002,"Bonn, GM"
CITY:GM000003,"Bremen, GM"
CITY:GM000004,"Bremerhaven, GM"
CITY:GM000005,"Cologne, GM"
CITY:GM000006,"Dortmund, GM"
CITY:GM000007,"Dresden, GM"
CITY:GM000008,"Duisburg, GM"
CITY:GM000009,"Dusseldorf, GM"
CITY:GM000010,"Erfurt, GM"
CITY:GM000011,"Essen, GM"
CITY:GM000012,"Frankfurt, GM"
CITY:GM000013,"Hamburg, GM"
CITY:GM000014,"Hannover, GM"
CITY:GM000015,"Kiel, GM"
CITY:GM000016,"Leipzig, GM"
CITY:GM000017,"Magdeburg, GM"
CITY:GM000018,"Mainz, GM"
CITY:GM000019,"Munich, GM"
CITY:GM000020,"Potsdam, GM"
CITY:GM000021,"Saarbrucken, GM"
CITY:GM000022,"Schwerin, GM"
CITY:GM000023,"Stuttgart, GM"
CITY:GM000024,"Wiesbaden, GM"
CITY:GR000001,"Athens, GR"
CITY:GR000003,"Iraklion, GR"
CITY:GR000004,"Larisa, GR"
CITY:GR000006,"Piraeus, GR"
CITY:GR000007,"Thessaloniki, GR"
CITY:GT000004,"Guatemala, GT"
CITY:GV000001,"Conakry, GV"
CITY:GV000002,"Kankan, GV"
CITY:GV000003,"Kindia, GV"
CITY:GV000004,"Nzerekore, GV"
CITY:GY000001,"Georgetown, GY"
CITY:HO000002,"La Ceiba, HO"
CITY:HO000003,"San Pedro Sula, HO"
CITY:HO000004,"Tegucigalpa, HO"
CITY:HR000001,"Rijeka, HR"
CITY:HR000002,"Zagreb, HR"
CITY:HU000002,"Budapest, HU"
CITY:HU000003,"Debrecen, HU"
CITY:HU000008,"Miskolc, HU"
CITY:HU000010,"Pecs, HU"
CITY:HU000011,"Szeged, HU"
CITY:IC000001,"Reykjavik, IC"
CITY:ID000001,"Ambon, ID"
CITY:ID000002,"Balikpapan, ID"
CITY:ID000003,"Banda Aceh, ID"
CITY:ID000004,"Bandjermasin, ID"
CITY:ID000006,"Bengkulu, ID"
CITY:ID000007,"Denpasar, ID"
CITY:ID000008,"Jakarta, ID"
CITY:ID000009,"Jambi, ID"
CITY:ID000010,"Jayapura, ID"
CITY:ID000011,"Kupang, ID"
CITY:ID000012,"Makassar, ID"
CITY:ID000013,"Manado, ID"
CITY:ID000014,"Mataram, ID"
CITY:ID000015,"Medan, ID"
CITY:ID000016,"Padang, ID"
CITY:ID000017,"Palembang, ID"
CITY:ID000018,"Palu, ID"
CITY:ID000019,"Pontianak, ID"
CITY:ID000020,"Samarinda, ID"
CITY:ID000021,"Semarang, ID"
CITY:ID000022,"Surabaja, ID"
CITY:ID000023,"Tanjungkarang-Telukbetung, ID"
CITY:IN000001,"Agartala, IN"
CITY:IN000002,"Ahmadabad, IN"
CITY:IN000003,"Aizawl, IN"
CITY:IN000004,"Amritsar, IN"
CITY:IN000005,"Bangalore, IN"
CITY:IN000006,"Bhopal, IN"
CITY:IN000007,"Bhubaneshwar, IN"
CITY:IN000008,"Chandigarh, IN"
CITY:IN000009,"Chennai, IN"
CITY:IN000010,"Cochin, IN"
CITY:IN000011,"Delhi, IN"
CITY:IN000012,"Hyderabad, IN"
CITY:IN000013,"Imphal, IN"
CITY:IN000014,"Jaipur, IN"
CITY:IN000015,"Kanpur, IN"
CITY:IN000016,"Kohima, IN"
CITY:IN000017,"Kolkata, IN"
CITY:IN000018,"Lucknow, IN"
CITY:IN000019,"Madurai, IN"
CITY:IN000020,"Mangalore, IN"
CITY:IN000021,"Mumbai, IN"
CITY:IN000022,"Nagpur, IN"
CITY:IN000023,"New Delhi, IN"
CITY:IN000024,"Panaji, IN"
CITY:IN000025,"Patna, IN"
CITY:IN000026,"Pondicherry, IN"
CITY:IN000027,"Port Blair, IN"
CITY:IN000028,"Pune, IN"
CITY:IN000029,"Shillong, IN"
CITY:IN000030,"Simla, IN"
CITY:IN000031,"Trivandrum, IN"
CITY:IN000032,"Varanasi, IN"
CITY:IN000033,"Vishakhapatnam, IN"
CITY:IR000001,"Ahvaz, IR"
CITY:IR000002,"Arak, IR"
CITY:IR000003,"Esfahan, IR"
CITY:IR000004,"Hamadan, IR"
CITY:IR000005,"Ilam, IR"
CITY:IR000006,"Kerman, IR"
CITY:IR000007,"Kermanshah, IR"
CITY:IR000008,"Khorramabad, IR"
CITY:IR000009,"Mashhad, IR"
CITY:IR000010,"Rasht, IR"
CITY:IR000011,"Sanandaj, IR"
CITY:IR000013,"Semnan, IR"
CITY:IR000014,"Shahr-E Kord, IR"
CITY:IR000015,"Shiraz, IR"
CITY:IR000016,"Tabriz, IR"
CITY:IR000017,"Tehran, IR"
CITY:IR000018,"Yazd, IR"
CITY:IR000019,"Zahedan, IR"
CITY:IR000020,"Zanjan, IR"
CITY:IS000001,"Beersheba, IS"
CITY:IS000003,"Jerusalem, IS"
CITY:IS000005,"Ramla, IS"
CITY:IS000006,"Tel Aviv-Yafo, IS"
CITY:IT000004,"Bologna, IT"
CITY:IT000005,"Cagliari, IT"
CITY:IT000006,"Campobasso, IT"
CITY:IT000009,"Genoa, IT"
CITY:IT000010,"Milan, IT"
CITY:IT000011,"Naples, IT"
CITY:IT000012,"Palermo, IT"
CITY:IT000015,"Rome, IT"
CITY:IT000016,"Trento, IT"
CITY:IT000017,"Trieste, IT"
CITY:IT000018,"Turin, IT"
CITY:IV000002,"Abidjan, IV"
CITY:IV000005,"Bondoukou, IV"
CITY:IV000007,"Bouake, IV"
CITY:IV000008,"Daloa, IV"
CITY:IV000010,"Dimbokro, IV"
CITY:IV000012,"Ferkessedougou, IV"
CITY:IV000013,"Gagnoa, IV"
CITY:IV000015,"Korhogo, IV"
CITY:IV000016,"Man, IV"
CITY:IV000021,"Yamoussoukro, IV"
CITY:IZ000003,"Al Basrah, IZ"
CITY:JA000001,"Aomori, JA"
CITY:JA000002,"Fukuoka, JA"
CITY:JA000003,"Gifu, JA"
CITY:JA000004,"Hiroshima, JA"
CITY:JA000005,"Kawasaki, JA"
CITY:JA000006,"Kita Kyushu, JA"
CITY:JA000007,"Kobe, JA"
CITY:JA000008,"Kyoto, JA"
CITY:JA000009,"Nagasaki, JA"
CITY:JA000010,"Nagoya, JA"
CITY:JA000011,"Naha, JA"
CITY:JA000012,"Osaka, JA"
CITY:JA000013,"Sapporo, JA"
CITY:JA000014,"Sendai, JA"
CITY:JA000015,"Shimonoseki, JA"
CITY:JA000016,"Tokyo, JA"
CITY:JA000017,"Yokohama, JA"
CITY:JM000001,"Kingston, JM"
CITY:JM000002,"Montego Bay, JM"
CITY:JM000003,"Spanish Town, JM"
CITY:JO000001,"Al Mafraq, JO"
CITY:JO000004,"Az Zarqa', JO"
CITY:JO000005,"Irbid, JO"
CITY:KE000003,"Mombasa, KE"
CITY:KE000004,"Nairobi, KE"
CITY:KG000001,"Bishkek, KG"
CITY:KG000002,"Karakol, KG"
CITY:KG000003,"Osh, KG"
CITY:KN000002,"Haeju, KN"
CITY:KN000004,"Hyesan, KN"
CITY:KN000005,"Kaesong, KN"
CITY:KN000007,"P'yongyang, KN"
CITY:KN000008,"Sariwon, KN"
CITY:KN000009,"Sinuiju, KN"
CITY:KN000010,"Wonsan, KN"
CITY:KS000001,"Ch'unch'on, KS"
CITY:KS000002,"Ch'ungju, KS"
CITY:KS000003,"Cheju, KS"
CITY:KS000004,"Chonju, KS"
CITY:KS000005,"Inch`on, KS"
CITY:KS000006,"Kwangju, KS"
CITY:KS000007,"Pusan, KS"
CITY:KS000008,"Seoul, KS"
CITY:KS000009,"Taegu, KS"
CITY:KS000010,"Taejon, KS"
CITY:KU000001,"Kuwait, KU"
CITY:KZ000001,"Aktyubinsk, KZ"
CITY:KZ000002,"Almaty, KZ"
CITY:KZ000003,"Astana, KZ"
CITY:KZ000004,"Atyrau, KZ"
CITY:KZ000005,"Dzhambul, KZ"
CITY:KZ000006,"Karaganda, KZ"
CITY:KZ000007,"Kokshetau, KZ"
CITY:KZ000008,"Kostanay, KZ"
CITY:KZ000009,"Kyzylorda, KZ"
CITY:KZ000010,"Pavlodar, KZ"
CITY:KZ000011,"Petropavlovsk, KZ"
CITY:KZ000012,"Semipalatinsk, KZ"
CITY:KZ000013,"Shymkent, KZ"
CITY:KZ000014,"Taldykorgan, KZ"
CITY:KZ000015,"Ural'sk, KZ"
CITY:KZ000016,"Ust'-Kamenogorsk, KZ"
CITY:KZ000017,"Zhezkazgan, KZ"
CITY:LA000001,"Savannakhet, LA"
CITY:LA000002,"Vientiane, LA"
CITY:LE000001,"Beirut, LE"
CITY:LE000003,"Tripoli, LE"
CITY:LE000004,"Zahle, LE"
CITY:LG000001,"Riga, LG"
CITY:LH000001,"Vilnius, LH"
CITY:LI000001,"Monrovia, LI"
CITY:LO000001,"Banska Bystrica, LO"
CITY:LO000003,"Kosice, LO"
CITY:LT000001,"Mafeteng, LT"
CITY:LT000002,"Maseru, LT"
CITY:LU000001,"Luxembourg, LU"
CITY:LY000001,"Ajdabiya, LY"
CITY:LY000002,"Al Khums, LY"
CITY:LY000003,"Benghazi, LY"
CITY:LY000004,"Darnah, LY"
CITY:LY000005,"Misratah, LY"
CITY:LY000006,"Tripoli, LY"
CITY:MA000001,"Antananarivo, MA"
CITY:MA000002,"Antsiranana, MA"
CITY:MA000003,"Fianarantsoa, MA"
CITY:MA000004,"Mahajanga, MA"
CITY:MA000005,"Toamasina, MA"
CITY:MA000006,"Toliara, MA"
CITY:MB000001,"Fort-De-France, MB"
CITY:MD000001,"Chisinau, MD"
CITY:MF000001,"Mamoutzou, MF"
CITY:MG000002,"Ulaanbaatar, MG"
CITY:MI000001,"Blantyre, MI"
CITY:MI000002,"Lilongwe, MI"
CITY:MJ000001,"Podgorica, MJ"
CITY:MK000001,"Skopje, MK"
CITY:ML000001,"Bamako, ML"
CITY:ML000002,"Gao, ML"
CITY:ML000003,"Kayes, ML"
CITY:ML000004,"Mopti, ML"
CITY:ML000005,"Segou, ML"
CITY:ML000006,"Sikasso, ML"
CITY:MO000002,"Casablanca, MO"
CITY:MO000004,"Marrakech, MO"
CITY:MO000005,"Meknes, MO"
CITY:MO000006,"Oujda, MO"
CITY:MO000007,"Rabat, MO"
CITY:MP000001,"Port Louis, MP"
CITY:MR000001,"Nouadhibou, MR"
CITY:MR000002,"Nouakchott, MR"
CITY:MU000001,"Muscat, MU"
CITY:MX000001,"Acapulco, MX"
CITY:MX000002,"Aguascalientes, MX"
CITY:MX000003,"Campeche, MX"
CITY:MX000004,"Chetumal, MX"
CITY:MX000005,"Chihuahua, MX"
CITY:MX000006,"Chilpancingo De Los Bravo, MX"
CITY:MX000007,"Ciudad Victoria, MX"
CITY:MX000008,"Colima, MX"
CITY:MX000009,"Cuernavaca, MX"
CITY:MX000010,"Culiacan, MX"
CITY:MX000011,"Durango, MX"
CITY:MX000012,"Guadalajara, MX"
CITY:MX000013,"Guanajuato, MX"
CITY:MX000014,"Hermosillo, MX"
CITY:MX000015,"Jalapa, MX"
CITY:MX000016,"La Paz, MX"
CITY:MX000017,"Mazatlan, MX"
CITY:MX000018,"Merida, MX"
CITY:MX000019,"Mexicali, MX"
CITY:MX000020,"Mexico City, MX"
CITY:MX000021,"Monterrey, MX"
CITY:MX000022,"Morelia, MX"
CITY:MX000023,"Oaxaca, MX"
CITY:MX000024,"Pachuca, MX"
CITY:MX000025,"Puebla, MX"
CITY:MX000026,"Queretaro, MX"
CITY:MX000027,"Saltillo, MX"
CITY:MX000028,"San Luis Potosi, MX"
CITY:MX000029,"Tampico, MX"
CITY:MX000030,"Tepic, MX"
CITY:MX000031,"Tlaxcala, MX"
CITY:MX000032,"Toluca, MX"
CITY:MX000033,"Tuxtla Gutierrez, MX"
CITY:MX000034,"Veracruz, MX"
CITY:MX000035,"Villahermosa, MX"
CITY:MX000036,"Zacatecas, MX"
CITY:MY000003,"Johor Baharu, MY"
CITY:MY000005,"Kota Baharu, MY"
CITY:MY000006,"Kota Kinabalu, MY"
CITY:MY000007,"Kuala Lumpur, MY"
CITY:MY000009,"Kuantan New Port, MY"
CITY:MY000010,"Kuching, MY"
CITY:MY000011,"Melaka, MY"
CITY:MY000012,"Pinang, MY"
CITY:MY000014,"Shah Alam, MY"
CITY:MZ000001,"Beira, MZ"
CITY:MZ000002,"Chimoio, MZ"
CITY:MZ000003,"Inhambane, MZ"
CITY:MZ000004,"Lichinga, MZ"
CITY:MZ000005,"Maputo, MZ"
CITY:MZ000006,"Nampula, MZ"
CITY:MZ000007,"Pemba, MZ"
CITY:MZ000008,"Quelimane, MZ"
CITY:MZ000009,"Tete, MZ"
CITY:MZ000010,"Xai-Xai, MZ"
CITY:NG000001,"Maradi, NG"
CITY:NG000002,"Niamey, NG"
CITY:NG000003,"Tahoua, NG"
CITY:NG000004,"Zinder, NG"
CITY:NI000011,"Enugu, NI"
CITY:NI000013,"Ilorin, NI"
CITY:NI000015,"Jos, NI"
CITY:NI000017,"Kano, NI"
CITY:NI000019,"Lagos, NI"
CITY:NI000021,"Maiduguri, NI"
CITY:NI000022,"Makurdi, NI"
CITY:NI000023,"Minna, NI"
CITY:NI000025,"Port Harcourt, NI"
CITY:NI000028,"Yola, NI"
CITY:NL000001,"'s-Hertogenbosch, NL"
CITY:NL000002,"Amsterdam, NL"
CITY:NL000003,"Arnhem, NL"
CITY:NL000004,"Assen, NL"
CITY:NL000005,"Groningen, NL"
CITY:NL000006,"Haarlem, NL"
CITY:NL000007,"Leeuwarden, NL"
CITY:NL000008,"Maastricht, NL"
CITY:NL000009,"Rotterdam, NL"
CITY:NL000010,"The Hague, NL"
CITY:NL000011,"Utrecht, NL"
CITY:NL000012,"Zwolle, NL"
CITY:NO000001,"Bergen, NO"
CITY:NO000002,"Drammen, NO"
CITY:NO000003,"Kristiansand, NO"
CITY:NO000004,"Oslo, NO"
CITY:NO000005,"Stavanger, NO"
CITY:NO000006,"Tromso, NO"
CITY:NO000007,"Trondheim, NO"
CITY:NP000001,"Bhairawa, NP"
CITY:NP000002,"Biratnagar, NP"
CITY:NP000004,"Kathmandu, NP"
CITY:NT000001,"Willemstad, NT"
CITY:NU000001,"Chinandega, NU"
CITY:NU000002,"Esteli, NU"
